1, 57012
2, 60454
3, 64442
4, 65088
5, 73112
6, 73838
7, 78390
8, 81224
9, 82862
10, 83810
11, 84360
12, 86570
13, 86704
14, 87268
15, 87886
16, 89304
17, 91134
18, 92286
19, 93672
20, 93678
21, 94308
22, 95766
23, 95842
24, 98080
25, 99434
26, 102470
27, 102954
28, 105462
29, 105952
30, 106450
31, 106996
32, 107292
33, 108176
34, 110186
35, 110986
36, 111446
37, 111754
38, 113556
39, 118012
40, 118036
41, 119500
42, 120792
43, 121038
44, 123622
45, 126184
46, 127006
47, 127044
48, 127944
49, 128838
50, 129166
51, 129602
52, 130028
53, 130664
54, 131668
55, 133022
56, 134276
57, 134648
58, 134672
59, 134778
60, 135946
61, 136048
62, 137442
63, 137620
64, 138428
65, 138606
66, 139374
67, 139782
68, 140266
69, 140390
70, 143942
71, 144148
72, 144770
73, 145014
74, 145142
75, 146278
76, 146374
77, 146538
78, 153196
79, 154328
80, 156992
81, 157460
82, 158536
83, 160184
84, 161822
85, 162472
86, 162956
87, 164270
88, 166188
89, 167770
90, 169938
91, 171912
92, 177180
93, 179052
94, 181182
95, 189476
96, 214220
97, 227112
98, 263718
99, 297028
100, 366752
