1, 120222
2, 120614
3, 122960
4, 124056
5, 124972
6, 124990
7, 125364
8, 126510
9, 126676
10, 127032
11, 127532
12, 127588
13, 127672
14, 127738
15, 127760
16, 128496
17, 128756
18, 128942
19, 128944
20, 129402
21, 130392
22, 130756
23, 130912
24, 131290
25, 131402
26, 131778
27, 131852
28, 131862
29, 132002
30, 132408
31, 132476
32, 132574
33, 132636
34, 132682
35, 133032
36, 133064
37, 133406
38, 133492
39, 133538
40, 133732
41, 134074
42, 134162
43, 134204
44, 134426
45, 134470
46, 134504
47, 134674
48, 134862
49, 134930
50, 135044
51, 135856
52, 135924
53, 135968
54, 136054
55, 136602
56, 136652
57, 136738
58, 136814
59, 137104
60, 137516
61, 137830
62, 138064
63, 138116
64, 138352
65, 138536
66, 138776
67, 138780
68, 139150
69, 139260
70, 139424
71, 139478
72, 139994
73, 140174
74, 140222
75, 140506
76, 140848
77, 141000
78, 141686
79, 141726
80, 141836
81, 141872
82, 142018
83, 142026
84, 142108
85, 142278
86, 142320
87, 143564
88, 143598
89, 143790
90, 144602
91, 144786
92, 146512
93, 147616
94, 148334
95, 148612
96, 148952
97, 149090
98, 149394
99, 153170
100, 163942
