1, 124284
2, 126368
3, 126488
4, 127344
5, 127724
6, 127856
7, 128404
8, 128500
9, 128762
10, 128762
11, 128922
12, 129166
13, 129552
14, 129642
15, 129938
16, 130888
17, 131842
18, 131896
19, 132192
20, 132316
21, 132516
22, 132686
23, 132700
24, 132716
25, 132820
26, 132968
27, 132986
28, 133058
29, 133390
30, 133460
31, 133472
32, 133654
33, 133742
34, 133792
35, 134262
36, 134416
37, 134548
38, 134554
39, 134656
40, 134998
41, 135024
42, 135170
43, 135214
44, 136008
45, 136244
46, 136496
47, 136570
48, 136648
49, 136654
50, 136858
51, 137506
52, 137584
53, 137672
54, 137722
55, 137802
56, 137856
57, 138132
58, 138242
59, 138522
60, 138602
61, 138866
62, 138928
63, 139028
64, 139042
65, 139222
66, 139236
67, 139654
68, 139670
69, 140346
70, 140708
71, 140774
72, 140846
73, 140944
74, 141292
75, 141444
76, 141872
77, 142496
78, 142714
79, 142738
80, 143582
81, 143676
82, 143746
83, 143846
84, 143892
85, 144436
86, 144442
87, 145024
88, 145672
89, 145918
90, 146270
91, 146422
92, 146746
93, 147634
94, 147656
95, 149908
96, 149924
97, 150970
98, 151340
99, 154628
100, 167122
