1, 36952
2, 37276
3, 40646
4, 41336
5, 44802
6, 48838
7, 51116
8, 58812
9, 59430
10, 64306
11, 64466
12, 65014
13, 67486
14, 67862
15, 69946
16, 70824
17, 72054
18, 74614
19, 75132
20, 78372
21, 79628
22, 80430
23, 84150
24, 84780
25, 86630
26, 86746
27, 87988
28, 92614
29, 94008
30, 95230
31, 95308
32, 99002
33, 100064
34, 101056
35, 101126
36, 103180
37, 104814
38, 107500
39, 109790
40, 110750
41, 110910
42, 111160
43, 112024
44, 112926
45, 113042
46, 114360
47, 114974
48, 115666
49, 116846
50, 118224
51, 119606
52, 119858
53, 121042
54, 121668
55, 124516
56, 125806
57, 125882
58, 127802
59, 129784
60, 129910
61, 132596
62, 134258
63, 134714
64, 137812
65, 138640
66, 139132
67, 142038
68, 142044
69, 143264
70, 143384
71, 143826
72, 147464
73, 149290
74, 149572
75, 149864
76, 151038
77, 152222
78, 154128
79, 154344
80, 159990
81, 161358
82, 167868
83, 177882
84, 177956
85, 180636
86, 180900
87, 182038
88, 182056
89, 192408
90, 198514
91, 198700
92, 199140
93, 199820
94, 203000
95, 248136
96, 271478
97, 296954
98, 304176
99, 307106
100, 391976
